"Country","Subgroup","Year","Unit","Value","Value Footnotes"
"Spain","Female","1996","Number","20146277","4"
"Spain","Female","1995","Number","20098150","4"
"Spain","Female","1995","Number","20098150",""
"Spain","Female","1994","Number","20050152","4"
"Spain","Female","1993","Number","19995927","4"
"Spain","Female","1992","Number","19933834","4"
"Spain","Female","1991","Number","20095859","2"
"Spain","Female","1991","Number","19869062","4"
"Spain","Female","1990","Number","19819579","4"
"Spain","Female","1990","Number","19819579",""
"Spain","Female","1989","Number","19780453","4"
"Spain","Female","1988","Number","19734511","4"
"Spain","Female","1987","Number","19685108","4"
"Spain","Female","1986","Number","19631849","4"
"Spain","Female","1985","Number","19568470","4"
"Spain","Female","1985","Number","19568470",""
"Spain","Male","2005","Number","21375376",""
"Spain","Male","2004","Number","20987670","4"
"Spain","Male","2003","Number","20626192","4"
"Spain","Male","2002","Number","20266005","130"
"Spain","Male","2001","Number","20012882","131"
"Spain","Male","2001","Number","19956780","132"
"Spain","Male","2000","Number","19719334","132"
"Spain","Male","2000","Number","19706857",""
"Spain","Male","1999","Number","19547393","4"
"Spain","Male","1998","Number","19448294","4"
"Spain","Male","1997","Number","19382107","4"
"Spain","Male","1996","Number","19332882","4"
"Spain","Male","1995","Number","19289826","4"
"Spain","Male","1995","Number","19289826",""
"Spain","Male","1994","Number","19245750","4"
"Spain","Male","1993","Number","19194431","4"
"Spain","Male","1992","Number","19134884","4"
"Spain","Male","1991","Number","19338083","2"
"Spain","Male","1991","Number","19070940","4"
"Spain","Male","1990","Number","19031743","4"
"Spain","Male","1990","Number","19031743",""
"Spain","Male","1989","Number","19011908","4"
"Spain","Male","1988","Number","18982268","4"
"Spain","Male","1987","Number","18946614","4"
"Spain","Male","1986","Number","18904682","4"
"Spain","Male","1985","Number","18851239","4"
"Spain","Male","1985","Number","18851239",""
"Sri Lanka","Female","2005","Number","9670667",""
"Sri Lanka","Female","2002","Number","9604444","8"
"Sri Lanka","Female","2001","Number","8520580","133"
"Sri Lanka","Female","2001","Number","9465100","8"
"Sri Lanka","Female","2000","Number","9379422",""
"Sri Lanka","Female","1999","Number","9336000","8"
"Sri Lanka","Female","1998","Number","9204000","8"
"Sri Lanka","Female","1997","Number","9095000","8"
"Sri Lanka","Female","1996","Number","8979000","8"
"Sri Lanka","Female","1995","Number","8890000","8"
"Sri Lanka","Female","1995","Number","8994624",""
"Sri Lanka","Female","1994","Number","8770000","8"
"Sri Lanka","Female","1990","Number","8469010",""
"Sri Lanka","Female","1989","Number","8248000","8"
"Sri Lanka","Female","1988","Number","8137000","8"
"Sri Lanka","Female","1987","Number","8027000","8"
"Sri Lanka","Female","1986","Number","7906000","8"
"Sri Lanka","Female","1985","Number","7767000","8"
"Sri Lanka","Female","1985","Number","7873351",""
"Sri Lanka","Male","2005","Number","9450096",""
"Sri Lanka","Male","2002","Number","9402966","8"
"Sri Lanka","Male","2001","Number","8343964","133"
"Sri Lanka","Male","2001","Number","9267300","8"
"Sri Lanka","Male","2000","Number","9334289",""
"Sri Lanka","Male","1999","Number","9707000","8"
"Sri Lanka","Male","1998","Number","9570000","8"
"Sri Lanka","Male","1997","Number","9457000","8"
"Sri Lanka","Male","1996","Number","9336000","8"
"Sri Lanka","Male","1995","Number","9246000","8"
"Sri Lanka","Male","1995","Number","9085691",""
"Sri Lanka","Male","1994","Number","9121000","8"
"Sri Lanka","Male","1990","Number","8644522",""
"Sri Lanka","Male","1989","Number","8577000","8"
"Sri Lanka","Male","1988","Number","8462000","8"
"Sri Lanka","Male","1987","Number","8346000","8"
"Sri Lanka","Male","1986","Number","8221000","8"
"Sri Lanka","Male","1985","Number","8075000","8"
"Sri Lanka","Male","1985","Number","8139155",""
"St Pierre and Miquelon","Female","1999","Number","3169","2"
"St Pierre and Miquelon","Male","1999","Number","3147","2"
"St Vincent and the Grenadines","Female","2005","Number","59759",""
"St Vincent and the Grenadines","Female","2004","Number","51368","2"
"St Vincent and the Grenadines","Female","2003","Number","51664","2"
"St Vincent and the Grenadines","Female","2002","Number","53420","2"
"St Vincent and the Grenadines","Female","2001","Number","53566","2"
"St Vincent and the Grenadines","Female","2000","Number","55016","2"
"St Vincent and the Grenadines","Female","2000","Number","58219",""
"St Vincent and the Grenadines","Female","1999","Number","56105","2"
"St Vincent and the Grenadines","Female","1998","Number","56432","2"
"St Vincent and the Grenadines","Female","1997","Number","55942","2"
"St Vincent and the Grenadines","Female","1995","Number","56728",""
"St Vincent and the Grenadines","Female","1992","Number","54594","2"
"St Vincent and the Grenadines","Female","1991","Number","53334","2"
"St Vincent and the Grenadines","Female","1990","Number","55080",""
"St Vincent and the Grenadines","Female","1985","Number","53205",""
"St Vincent and the Grenadines","Male","2005","Number","59378",""
"St Vincent and the Grenadines","Male","2004","Number","53187","2"
"St Vincent and the Grenadines","Male","2003","Number","53494","2"
"St Vincent and the Grenadines","Male","2002","Number","54434","2"
"St Vincent and the Grenadines","Male","2001","Number","55456","2"
"St Vincent and the Grenadines","Male","2000","Number","54774","2"
"St Vincent and the Grenadines","Male","2000","Number","57730",""
"St Vincent and the Grenadines","Male","1999","Number","55925","2"
"St Vincent and the Grenadines","Male","1998","Number","55378","2"
"St Vincent and the Grenadines","Male","1997","Number","55713","2"
"St Vincent and the Grenadines","Male","1995","Number","56250",""
"St Vincent and the Grenadines","Male","1992","Number","54267","2"
"St Vincent and the Grenadines","Male","1991","Number","53165","2"
"St Vincent and the Grenadines","Male","1990","Number","54279",""
"St Vincent and the Grenadines","Male","1985","Number","51115",""
"St. Helena","Female","1998","Number","2880","4"
"St. Helena","Male","1998","Number","3174","4"
"Sudan","Female","2005","Number","18322242",""
"Sudan","Female","2004","Number","17122000","8"
"Sudan","Female","2003","Number","16540342","8"
"Sudan","Female","2002","Number","16027564","8"
"Sudan","Female","2001","Number","15611951","8"
"Sudan","Female","2000","Number","15478773","8"
"Sudan","Female","2000","Number","16571806",""
"Sudan","Female","1999","Number","15050000","8"
"Sudan","Female","1998","Number","14527956","8"
"Sudan","Female","1997","Number","14061963","8"
"Sudan","Female","1996","Number","13684222","8"
"Sudan","Female","1995","Number","13316035","8"
"Sudan","Female","1995","Number","14665515",""
"Sudan","Female","1994","Number","12957736","8"
"Sudan","Female","1993","Number","12422045","2"
"Sudan","Female","1993","Number","12748137","8"
"Sudan","Female","1990","Number","12907167",""
"Sudan","Female","1985","Number","11487395",""
"Sudan","Male","2005","Number","18577505",""
"Sudan","Male","2004","Number","17390000","8"
"Sudan","Male","2003","Number","16793306","8"
"Sudan","Male","2002","Number","16440837","8"
"Sudan","Male","2001","Number","16014575","8"
"Sudan","Male","2000","Number","15602227","8"
"Sudan","Male","2000","Number","16776821",""
"Sudan","Male","1999","Number","15276000","8"
"Sudan","Male","1998","Number","14738449","8"
"Sudan","Male","1997","Number","14444769","8"
"Sudan","Male","1996","Number","14063126","8"
"Sudan","Male","1995","Number","13692158","8"
"Sudan","Male","1995","Number","14826513",""
"Sudan","Male","1994","Number","13330992","8"
"Sudan","Male","1993","Number","12518638","2"
"Sudan","Male","1993","Number","12840292","8"
"Sudan","Male","1990","Number","13025915",""
"Sudan","Male","1985","Number","11568731",""
"Suriname","Female","2005","Number","225950",""
"Suriname","Female","2004","Number","241084","134"
"Suriname","Female","2003","Number","239292","135"
"Suriname","Female","2000","Number","217728",""
"Suriname","Female","1995","Number","207499",""
"Suriname","Female","1992","Number","201279","70"
"Suriname","Female","1991","Number","200918","70"
"Suriname","Female","1990","Number","200855","70"
"Suriname","Female","1990","Number","201144",""
"Suriname","Female","1985","Number","192136",""
"Suriname","Male","2005","Number","226518",""
"Suriname","Male","2004","Number","244931","134"
"Suriname","Male","2003","Number","241837","135"
"Suriname","Male","2000","Number","218715",""
"Suriname","Male","1995","Number","208404",""
"Suriname","Male","1992","Number","202035","70"
"Suriname","Male","1991","Number","201278","70"
"Suriname","Male","1990","Number","200812","70"
"Suriname","Male","1990","Number","201203",""
"Suriname","Male","1985","Number","191196",""
"Swaziland","Female","2005","Number","582183",""
"Swaziland","Female","2000","Number","549203",""
"Swaziland","Female","1997","Number","489564","2"
"Swaziland","Female","1996","Number","499413","8"
"Swaziland","Female","1995","Number","499089",""
"Swaziland","Female","1994","Number","468157","8"
"Swaziland","Female","1990","Number","457365",""
"Swaziland","Female","1986","Number","359480","136"
"Swaziland","Female","1985","Number","377836",""
"Swaziland","Male","2005","Number","542346",""
"Swaziland","Male","2000","Number","508982",""
"Swaziland","Male","1997","Number","440154","2"
"Swaziland","Male","1996","Number","438334","8"
"Swaziland","Male","1995","Number","459525",""
"Swaziland","Male","1994","Number","410924","8"
"Swaziland","Male","1990","Number","407529",""
"Swaziland","Male","1986","Number","321579","136"
"Swaziland","Male","1985","Number","338530",""
"Sweden","Female","2005","Number","4557020",""
"Sweden","Female","2004","Number","4537048","4"
"Sweden","Female","2003","Number","4521348","4"
"Sweden","Female","2002","Number","4507182","6"
"Sweden","Female","2001","Number","4495363","6"
"Sweden","Female","2000","Number","4485674","6"
"Sweden","Female","2000","Number","4485674","6"
"Sweden","Female","2000","Number","4482352",""
"Sweden","Female","1999","Number","4480006","6"
"Sweden","Female","1998","Number","4477208","6"
"Sweden","Female","1997","Number","4475247","6"
"Sweden","Female","1996","Number","4473104","6"
"Sweden","Female","1995","Number","4465777","6"
"Sweden","Female","1995","Number","4465781",""
"Sweden","Female","1994","Number","4442142","6"
"Sweden","Female","1993","Number","4410792","6"
"Sweden","Female","1992","Number","4385462","6"
"Sweden","Female","1991","Number","4360050","6"
"Sweden","Female","1990","Number","4345002","4"
"Sweden","Female","1990","Number","4330785","4"
"Sweden","Female","1990","Number","4330789",""
"Sweden","Female","1989","Number","4298982","4"
"Sweden","Female","1988","Number","4272254","4"
"Sweden","Female","1987","Number","4252751","4"
"Sweden","Female","1986","Number","4237516","4"
"Sweden","Female","1985","Number","4231811","4"
"Sweden","Female","1985","Number","4226551","4"
"Sweden","Female","1985","Number","4226405",""
"Sweden","Male","2005","Number","4481029",""
"Sweden","Male","2004","Number","4456484","4"
"Sweden","Male","2003","Number","4436882","4"
"Sweden","Male","2002","Number","4417776","6"
"Sweden","Male","2001","Number","4400600","6"
"Sweden","Male","2000","Number","4386436","6"
"Sweden","Male","2000","Number","4386436","6"
"Sweden","Male","2000","Number","4385337",""
"Sweden","Male","1999","Number","4377870","6"
"Sweden","Male","1998","Number","4373767","6"
"Sweden","Male","1997","Number","4370816","6"
"Sweden","Male","1996","Number","4367895","6"
"Sweden","Male","1995","Number","4361163","6"
"Sweden","Male","1995","Number","4361168",""
"Sweden","Male","1994","Number","4338606","6"
"Sweden","Male","1993","Number","4307769","6"
"Sweden","Male","1992","Number","4282604","6"
"Sweden","Male","1991","Number","4257323","6"
"Sweden","Male","1990","Number","4242351","4"
"Sweden","Male","1990","Number","4228049","4"
"Sweden","Male","1990","Number","4228041",""
"Sweden","Male","1989","Number","4193980","4"
"Sweden","Male","1988","Number","4164232","4"
"Sweden","Male","1987","Number","4145048","4"
"Sweden","Male","1986","Number","4132312","4"
"Sweden","Male","1985","Number","4128367","4"
"Sweden","Male","1985","Number","4123830","4"
"Sweden","Male","1985","Number","4123960",""
"Switzerland","Female","2005","Number","3804652",""
"Switzerland","Female","2004","Number","3786406","4"
"Switzerland","Female","2003","Number","3762609","4"
"Switzerland","Female","2002","Number","3738824","4"
"Switzerland","Female","2001","Number","3711304","4"
"Switzerland","Female","2000","Number","3684357","4"
"Switzerland","Female","2000","Number","3684357","4"
"Switzerland","Female","2000","Number","3711645",""
"Switzerland","Female","1999","Number","3663736","4"
"Switzerland","Female","1998","Number","3644848","4"
"Switzerland","Female","1997","Number","3631222","4"
"Switzerland","Female","1996","Number","3623725","4"
"Switzerland","Female","1995","Number","3613512","4"
"Switzerland","Female","1995","Number","3647624",""
"Switzerland","Female","1994","Number","3590651","4"
"Switzerland","Female","1993","Number","3564707","4"
"Switzerland","Female","1992","Number","3534043","4"
"Switzerland","Female","1991","Number","3501103","4"
"Switzerland","Female","1990","Number","3483475","4"
"Switzerland","Female","1990","Number","3452381","4"
"Switzerland","Female","1990","Number","3463181",""
"Switzerland","Female","1989","Number","3416313","4"
"Switzerland","Female","1988","Number","3391052","4"
"Switzerland","Female","1987","Number","3364945","4"
"Switzerland","Female","1986","Number","3343502","4"
"Switzerland","Female","1985","Number","3324453","4"
"Switzerland","Female","1985","Number","3350575",""
"Switzerland","Male","2005","Number","3619737",""
"Switzerland","Male","2004","Number","3628696","4"
"Switzerland","Male","2003","Number","3601539","4"
"Switzerland","Male","2002","Number","3575029","4"
"Switzerland","Male","2001","Number","3544349","4"
"Switzerland","Male","2000","Number","3519698","4"
"Switzerland","Male","2000","Number","3519698","4"
"Switzerland","Male","2000","Number","3551589",""
"Switzerland","Male","1999","Number","3500708","4"
"Switzerland","Male","1998","Number","3478689","4"
"Switzerland","Male","1997","Number","3465243","4"
"Switzerland","Male","1996","Number","3457621","4"
"Switzerland","Male","1995","Number","3448842","4"
"Switzerland","Male","1995","Number","3485841",""
"Switzerland","Male","1994","Number","3428368","4"
"Switzerland","Male","1993","Number","3403863","4"
"Switzerland","Male","1992","Number","3373916","4"
"Switzerland","Male","1991","Number","3341665","4"
"Switzerland","Male","1990","Number","3390212","4"
"Switzerland","Male","1990","Number","3298312","4"
"Switzerland","Male","1990","Number","3370921",""
"Switzerland","Male","1989","Number","3257537","4"
"Switzerland","Male","1988","Number","3228921","4"
"Switzerland","Male","1987","Number","3201854","4"
"Switzerland","Male","1986","Number","3179911","4"
"Switzerland","Male","1985","Number","3160381","4"
"Switzerland","Male","1985","Number","3185285",""
"Syria","Female","2005","Number","9354902",""
"Syria","Female","2004","Number","8781000","8"
"Syria","Female","2003","Number","8571000","8"
"Syria","Female","2002","Number","8367000","8"
"Syria","Female","2001","Number","8168000","8"
"Syria","Female","2000","Number","7977000","8"
"Syria","Female","2000","Number","8177824",""
"Syria","Female","1999","Number","7870000","8"
"Syria","Female","1998","Number","7632000","8"
"Syria","Female","1997","Number","7377000","8"
"Syria","Female","1996","Number","7142000","8"
"Syria","Female","1995","Number","7240577",""
"Syria","Female","1994","Number","6733409","137"
"Syria","Female","1994","Number","6773000","138"
"Syria","Female","1993","Number","6551000","138"
"Syria","Female","1992","Number","6338000","138"
"Syria","Female","1991","Number","6129000","138"
"Syria","Female","1990","Number","5927000","138"
"Syria","Female","1990","Number","6309194",""
"Syria","Female","1989","Number","5733000","138"
"Syria","Female","1988","Number","5545000","138"
"Syria","Female","1987","Number","5366000","138"
"Syria","Female","1986","Number","5192000","138"
"Syria","Female","1985","Number","5023000","138"
"Syria","Female","1985","Number","5365288",""
"Syria","Male","2005","Number","9538979",""
"Syria","Male","2004","Number","9199000","8"
"Syria","Male","2003","Number","8979000","8"
"Syria","Male","2002","Number","8763000","8"
"Syria","Male","2001","Number","8552000","8"
"Syria","Male","2000","Number","8343000","8"
"Syria","Male","2000","Number","8333037",""
"Syria","Male","1999","Number","8240000","8"
"Syria","Male","1998","Number","7965000","8"
"Syria","Male","1997","Number","7723000","8"
"Syria","Male","1996","Number","7477000","8"
"Syria","Male","1995","Number","7369771",""
"Syria","Male","1994","Number","7048906","137"
"Syria","Male","1994","Number","7071000","138"
"Syria","Male","1993","Number","6842000","138"
"Syria","Male","1992","Number","6620000","138"
"Syria","Male","1991","Number","6400000","138"
"Syria","Male","1990","Number","6189000","138"
"Syria","Male","1990","Number","6411726",""
"Syria","Male","1989","Number","5986000","138"
"Syria","Male","1988","Number","5793000","138"
"Syria","Male","1987","Number","5603000","138"
"Syria","Male","1986","Number","5420000","138"
"Syria","Male","1985","Number","5244000","138"
"Syria","Male","1985","Number","5450001",""
"Tajikistan","Female","2005","Number","3297248",""
"Tajikistan","Female","2003","Number","3277013","2"
"Tajikistan","Female","2002","Number","3212352","2"
"Tajikistan","Female","2001","Number","3149646","2"
"Tajikistan","Female","2000","Number","3045000","18"
"Tajikistan","Female","2000","Number","3088512","2"
"Tajikistan","Female","2000","Number","3078687",""
"Tajikistan","Female","1999","Number","3027349","2"
"Tajikistan","Female","1995","Number","2885064",""
"Tajikistan","Female","1993","Number","2838500","2"
"Tajikistan","Female","1992","Number","2807000","2"
"Tajikistan","Female","1991","Number","2754100","2"
"Tajikistan","Female","1990","Number","2670700","2"
"Tajikistan","Female","1990","Number","2669028",""
"Tajikistan","Female","1989","Number","2562358","4"
"Tajikistan","Female","1989","Number","2604300","2"
"Tajikistan","Female","1985","Number","2298659",""
"Tajikistan","Male","2005","Number","3252965",""
"Tajikistan","Male","2003","Number","3296212","2"
"Tajikistan","Male","2002","Number","3228657","2"
"Tajikistan","Male","2001","Number","3163111","2"
"Tajikistan","Male","2000","Number","3082000","18"
"Tajikistan","Male","2000","Number","3099855","2"
"Tajikistan","Male","2000","Number","3094148",""
"Tajikistan","Male","1999","Number","3036700","2"
"Tajikistan","Male","1995","Number","2887328",""
"Tajikistan","Male","1993","Number","2799200","2"
"Tajikistan","Male","1992","Number","2764200","2"
"Tajikistan","Male","1991","Number","2710400","2"
"Tajikistan","Male","1990","Number","2632500","2"
"Tajikistan","Male","1990","Number","2634124",""
"Tajikistan","Male","1989","Number","2530245","4"
"Tajikistan","Male","1989","Number","2570700","2"
"Tajikistan","Male","1985","Number","2268128",""
"Tanzania","Female","2005","Number","19353545",""
"Tanzania","Female","2002","Number","17613742","18"
"Tanzania","Female","2000","Number","17068423",""
"Tanzania","Female","1995","Number","15089998",""
"Tanzania","Female","1990","Number","12870025",""
"Tanzania","Female","1988","Number","11908587","2"
"Tanzania","Female","1985","Number","11035676",""
"Tanzania","Male","2005","Number","19124328",""
"Tanzania","Male","2002","Number","16829861","18"
"Tanzania","Male","2000","Number","16780330",""
"Tanzania","Male","1995","Number","14812104",""
"Tanzania","Male","1990","Number","12624211",""
"Tanzania","Male","1988","Number","11217723","2"
"Tanzania","Male","1985","Number","10797483",""
"Thailand","Female","2005","Number","32266344",""
"Thailand","Female","2004","Number","32602719","4"
"Thailand","Female","2003","Number","32135703","4"
"Thailand","Female","2002","Number","31858778","4"
"Thailand","Female","2001","Number","31566000","4"
"Thailand","Female","2000","Number","30767100","4"
"Thailand","Female","2000","Number","31301000","4"
"Thailand","Female","2000","Number","30857277",""
"Thailand","Female","1999","Number","30987000","4"
"Thailand","Female","1998","Number","30670000","4"
"Thailand","Female","1997","Number","30357000","4"
"Thailand","Female","1996","Number","30040000","4"
"Thailand","Female","1995","Number","29726000","4"
"Thailand","Female","1995","Number","29077471",""
"Thailand","Female","1994","Number","29372000","4"
"Thailand","Female","1993","Number","29011000","4"
"Thailand","Female","1992","Number","28644000","4"
"Thailand","Female","1991","Number","28275000","4"
"Thailand","Female","1990","Number","27486797","4"
"Thailand","Female","1990","Number","27898000","4"
"Thailand","Female","1990","Number","27365412",""
"Thailand","Female","1989","Number","27537000","4"
"Thailand","Female","1988","Number","27095000","4"
"Thailand","Female","1987","Number","26646000","4"
"Thailand","Female","1986","Number","26189000","4"
"Thailand","Female","1985","Number","25726000","4"
"Thailand","Female","1985","Number","25522172",""
"Thailand","Male","2005","Number","30736567",""
"Thailand","Male","2004","Number","31574765","4"
"Thailand","Male","2003","Number","31883154","4"
"Thailand","Male","2002","Number","31623509","4"
"Thailand","Male","2001","Number","31348000","4"
"Thailand","Male","2000","Number","29850100","4"
"Thailand","Male","2000","Number","31105000","4"
"Thailand","Male","2000","Number","29808312",""
"Thailand","Male","1999","Number","30819000","4"
"Thailand","Male","1998","Number","30531000","4"
"Thailand","Male","1997","Number","30245000","4"
"Thailand","Male","1996","Number","29963000","4"
"Thailand","Male","1995","Number","29675000","4"
"Thailand","Male","1995","Number","28445267",""
"Thailand","Male","1994","Number","29341000","4"
"Thailand","Male","1993","Number","28999000","4"
"Thailand","Male","1992","Number","28650000","4"
"Thailand","Male","1991","Number","28299000","4"
"Thailand","Male","1990","Number","27061733","4"
"Thailand","Male","1990","Number","27941000","4"
"Thailand","Male","1990","Number","26925911",""
"Thailand","Male","1989","Number","27677000","4"
"Thailand","Male","1988","Number","27231000","4"
"Thailand","Male","1987","Number","26781000","4"
"Thailand","Male","1986","Number","26322000","4"
"Thailand","Male","1985","Number","25854000","4"
"Thailand","Male","1985","Number","25297556",""
"Timor Leste","Female","2005","Number","525713",""
"Timor Leste","Female","2004","Number","456885","18"
"Timor Leste","Female","2000","Number","400526",""
"Timor Leste","Female","1995","Number","413837",""
"Timor Leste","Female","1990","Number","360811","2"
"Timor Leste","Female","1990","Number","359240",""
"Timor Leste","Female","1985","Number","323599",""
"Timor Leste","Male","2005","Number","541572",""
"Timor Leste","Male","2004","Number","467757","18"
"Timor Leste","Male","2000","Number","417997",""
"Timor Leste","Male","1995","Number","436366",""
"Timor Leste","Male","1990","Number","386939","2"
"Timor Leste","Male","1990","Number","380952",""
"Timor Leste","Male","1985","Number","335200",""
"Togo","Female","2005","Number","3152563",""
"Togo","Female","2000","Number","2731697",""
"Togo","Female","1995","Number","2283810",""
"Togo","Female","1994","Number","2013000","2"
"Togo","Female","1990","Number","2004341",""
"Togo","Female","1985","Number","1699264",""
"Togo","Male","2005","Number","3086009",""
"Togo","Male","2000","Number","2671342",""
"Togo","Male","1995","Number","2232033",""
"Togo","Male","1994","Number","1915000","2"
"Togo","Male","1990","Number","1956361",""
"Togo","Male","1985","Number","1655069",""
"Tokelau","Female","2001","Number","776","2"
"Tokelau","Male","2001","Number","761","2"
"Tonga","Female","2005","Number","48775",""
"Tonga","Female","2002","Number","49528","8"
"Tonga","Female","2001","Number","49400","8"
"Tonga","Female","2000","Number","49264","8"
"Tonga","Female","2000","Number","48222",""
"Tonga","Female","1999","Number","49088","8"
"Tonga","Female","1998","Number","48856","8"
"Tonga","Female","1997","Number","48553","8"
"Tonga","Female","1996","Number","48169","2"
"Tonga","Female","1995","Number","48075",""
"Tonga","Female","1994","Number","47865","8"
"Tonga","Female","1993","Number","47705","8"
"Tonga","Female","1992","Number","47663","8"
"Tonga","Female","1991","Number","47641","8"
"Tonga","Female","1990","Number","48022","8"
"Tonga","Female","1990","Number","46904",""
"Tonga","Female","1986","Number","47038","2"
"Tonga","Female","1985","Number","46009",""
"Tonga","Male","2005","Number","50586",""
"Tonga","Male","2002","Number","51473","8"
"Tonga","Male","2001","Number","51272","8"
"Tonga","Male","2000","Number","51017","8"
"Tonga","Male","2000","Number","49870",""
"Tonga","Male","1999","Number","50731","8"
"Tonga","Male","1998","Number","50406","8"
"Tonga","Male","1997","Number","50037","8"
"Tonga","Male","1996","Number","49615","2"
"Tonga","Male","1995","Number","49339",""
"Tonga","Male","1994","Number","49206","8"
"Tonga","Male","1993","Number","48961","8"
"Tonga","Male","1992","Number","48837","8"
"Tonga","Male","1991","Number","48728","8"
"Tonga","Male","1990","Number","48604","8"
"Tonga","Male","1990","Number","47647",""
"Tonga","Male","1986","Number","47611","2"
"Tonga","Male","1985","Number","46596",""
"Trinidad and Tobago","Female","2005","Number","672684",""
"Trinidad and Tobago","Female","2003","Number","640400","2"
"Trinidad and Tobago","Female","2002","Number","636000","2"
"Trinidad and Tobago","Female","2001","Number","631600","2"
"Trinidad and Tobago","Female","2000","Number","629315","2"
"Trinidad and Tobago","Female","2000","Number","642900","2"
"Trinidad and Tobago","Female","2000","Number","659668",""
"Trinidad and Tobago","Female","1999","Number","642949","2"
"Trinidad and Tobago","Female","1998","Number","639579","2"
"Trinidad and Tobago","Female","1997","Number","638459","2"
"Trinidad and Tobago","Female","1996","Number","628298","2"
"Trinidad and Tobago","Female","1995","Number","625910","2"
"Trinidad and Tobago","Female","1995","Number","642580",""
"Trinidad and Tobago","Female","1994","Number","619971","2"
"Trinidad and Tobago","Female","1993","Number","617660","2"
"Trinidad and Tobago","Female","1992","Number","613531","2"
"Trinidad and Tobago","Female","1991","Number","610600","2"
"Trinidad and Tobago","Female","1990","Number","585127","2"
"Trinidad and Tobago","Female","1990","Number","607189","2"
"Trinidad and Tobago","Female","1990","Number","617554",""
"Trinidad and Tobago","Female","1989","Number","603421","2"
"Trinidad and Tobago","Female","1988","Number","600407","2"
"Trinidad and Tobago","Female","1987","Number","597564","2"
"Trinidad and Tobago","Female","1986","Number","595882","2"
"Trinidad and Tobago","Female","1985","Number","591131","2"
"Trinidad and Tobago","Female","1985","Number","591288",""
"Trinidad and Tobago","Male","2005","Number","651038",""
"Trinidad and Tobago","Male","2003","Number","642000","2"
"Trinidad and Tobago","Male","2002","Number","639700","2"
"Trinidad and Tobago","Male","2001","Number","635200","2"
"Trinidad and Tobago","Male","2000","Number","633051","2"
"Trinidad and Tobago","Male","2000","Number","643700","2"
"Trinidad and Tobago","Male","2000","Number","640877",""
"Trinidad and Tobago","Male","1999","Number","640914","2"
"Trinidad and Tobago","Male","1998","Number","638096","2"
"Trinidad and Tobago","Male","1997","Number","636340","2"
"Trinidad and Tobago","Male","1996","Number","635318","2"
"Trinidad and Tobago","Male","1995","Number","634055","2"
"Trinidad and Tobago","Male","1995","Number","627428",""
"Trinidad and Tobago","Male","1994","Number","629767","2"
"Trinidad and Tobago","Male","1993","Number","629217","2"
"Trinidad and Tobago","Male","1992","Number","626377","2"
"Trinidad and Tobago","Male","1991","Number","614527","2"
"Trinidad and Tobago","Male","1990","Number","584445","2"
"Trinidad and Tobago","Male","1990","Number","607998","2"
"Trinidad and Tobago","Male","1990","Number","606009",""
"Trinidad and Tobago","Male","1989","Number","602746","2"
"Trinidad and Tobago","Male","1988","Number","607560","2"
"Trinidad and Tobago","Male","1987","Number","595882","2"
"Trinidad and Tobago","Male","1986","Number","598997","2"
"Trinidad and Tobago","Male","1985","Number","587142","2"
"Trinidad and Tobago","Male","1985","Number","587639",""
"Tunisia","Female","2005","Number","5016288",""
"Tunisia","Female","2000","Number","4740922",""
"Tunisia","Female","1998","Number","4624300","8"
"Tunisia","Female","1997","Number","4567900","8"
"Tunisia","Female","1996","Number","4499000","8"
"Tunisia","Female","1995","Number","4431200","8"
"Tunisia","Female","1995","Number","4444345",""
"Tunisia","Female","1994","Number","4346422","2"
"Tunisia","Female","1993","Number","4280300","8"
"Tunisia","Female","1990","Number","4065054",""
"Tunisia","Female","1989","Number","3895800","8"
"Tunisia","Female","1988","Number","3801800","8"
"Tunisia","Female","1987","Number","3745700","8"
"Tunisia","Female","1986","Number","3662700","8"
"Tunisia","Female","1985","Number","3569700","8"
"Tunisia","Female","1985","Number","3620237",""
"Tunisia","Male","2005","Number","5088397",""
"Tunisia","Male","2000","Number","4822578",""
"Tunisia","Male","1998","Number","4709000","8"
"Tunisia","Male","1997","Number","4647000","8"
"Tunisia","Male","1996","Number","4590300","8"
"Tunisia","Male","1995","Number","4526300","8"
"Tunisia","Male","1995","Number","4531028",""
"Tunisia","Male","1994","Number","4439289","2"
"Tunisia","Male","1993","Number","4377100","8"
"Tunisia","Male","1990","Number","4153466",""
"Tunisia","Male","1989","Number","4013800","8"
"Tunisia","Male","1988","Number","3968100","8"
"Tunisia","Male","1987","Number","3893300","8"
"Tunisia","Male","1986","Number","3802200","8"
"Tunisia","Male","1985","Number","3691400","8"
"Tunisia","Male","1985","Number","3709284",""
"Turkey","Female","2005","Number","36200745",""
"Turkey","Female","2004","Number","35897000","8"
"Turkey","Female","2003","Number","35441000","8"
"Turkey","Female","2002","Number","34981000","8"
"Turkey","Female","2001","Number","33925000","8"
"Turkey","Female","2000","Number","33457192","2"
"Turkey","Female","2000","Number","33367000","8"
"Turkey","Female","2000","Number","33761185",""
"Turkey","Female","1999","Number","32801000","8"
"Turkey","Female","1998","Number","32230000","8"
"Turkey","Female","1997","Number","31657000","8"
"Turkey","Female","1996","Number","31083000","8"
"Turkey","Female","1995","Number","31035669",""
"Turkey","Female","1990","Number","27865988","2"
"Turkey","Female","1990","Number","28336687",""
