"Country","Subgroup","Year","Unit","Value","Value Footnotes"
"Czech Republic","Female","1999","Number","5279961","4"
"Czech Republic","Female","1998","Number","5287463","4"
"Czech Republic","Female","1997","Number","5293111","4"
"Czech Republic","Female","1996","Number","5300686","4"
"Czech Republic","Female","1995","Number","5310596","4"
"Czech Republic","Female","1995","Number","5297064",""
"Czech Republic","Female","1994","Number","5314754","4"
"Czech Republic","Female","1993","Number","5313657","4"
"Czech Republic","Female","1992","Number","5308578","4"
"Czech Republic","Female","1991","Number","5302280","4"
"Czech Republic","Female","1991","Number","5305080","4"
"Czech Republic","Female","1990","Number","5326254","4"
"Czech Republic","Female","1990","Number","5302478",""
"Czech Republic","Female","1989","Number","5326995","4"
"Czech Republic","Female","1988","Number","5325409","4"
"Czech Republic","Female","1987","Number","5322799","4"
"Czech Republic","Female","1986","Number","5320174","4"
"Czech Republic","Female","1985","Number","5320366","4"
"Czech Republic","Female","1985","Number","5309151",""
"Czech Republic","Male","2005","Number","4969912",""
"Czech Republic","Male","2004","Number","4971730","4"
"Czech Republic","Male","2003","Number","4968189","4"
"Czech Republic","Male","2002","Number","4964598","4"
"Czech Republic","Male","2001","Number","4982071","4"
"Czech Republic","Male","2001","Number","4978951","4"
"Czech Republic","Male","2000","Number","4999326","4"
"Czech Republic","Male","2000","Number","4974245",""
"Czech Republic","Male","1999","Number","5002823","4"
"Czech Republic","Male","1998","Number","5007480","4"
"Czech Republic","Male","1997","Number","5010531","4"
"Czech Republic","Male","1996","Number","5014667","4"
"Czech Republic","Male","1995","Number","5020163","4"
"Czech Republic","Male","1995","Number","5012677",""
"Czech Republic","Male","1994","Number","5021408","4"
"Czech Republic","Male","1993","Number","5016950","4"
"Czech Republic","Male","1992","Number","5009229","4"
"Czech Republic","Male","1991","Number","4999935","4"
"Czech Republic","Male","1991","Number","5003602","4"
"Czech Republic","Male","1990","Number","5036486","4"
"Czech Republic","Male","1990","Number","5000814",""
"Czech Republic","Male","1989","Number","5035262","4"
"Czech Republic","Male","1988","Number","5030950","4"
"Czech Republic","Male","1987","Number","5026035","4"
"Czech Republic","Male","1986","Number","5020563","4"
"Czech Republic","Male","1985","Number","5016376","4"
"Czech Republic","Male","1985","Number","5001220",""
"Czechoslovakia (former)","Female","1991","Number","8002554","4"
"Czechoslovakia (former)","Female","1990","Number","8033457","2"
"Czechoslovakia (former)","Female","1989","Number","8021167","2"
"Czechoslovakia (former)","Female","1988","Number","8005359","2"
"Czechoslovakia (former)","Female","1987","Number","7987079","2"
"Czechoslovakia (former)","Female","1986","Number","7967565","2"
"Czechoslovakia (former)","Female","1985","Number","7950724","2"
"Czechoslovakia (former)","Male","1991","Number","7573996","4"
"Czechoslovakia (former)","Male","1990","Number","7627057","2"
"Czechoslovakia (former)","Male","1989","Number","7617276","2"
"Czechoslovakia (former)","Male","1988","Number","7602120","2"
"Czechoslovakia (former)","Male","1987","Number","7585364","2"
"Czechoslovakia (former)","Male","1986","Number","7565961","2"
"Czechoslovakia (former)","Male","1985","Number","7547807","2"
"Democratic Yemen (former)","Female","1995","Number","1540611","2"
"Democratic Yemen (former)","Female","1994","Number","1494288","2"
"Democratic Yemen (former)","Female","1993","Number","1449358","2"
"Democratic Yemen (former)","Female","1992","Number","1405779","2"
"Democratic Yemen (former)","Female","1991","Number","1363510","2"
"Democratic Yemen (former)","Female","1990","Number","1243000","2"
"Democratic Yemen (former)","Female","1989","Number","1211000","2"
"Democratic Yemen (former)","Female","1988","Number","1160907","2"
"Democratic Yemen (former)","Female","1988","Number","1180000","2"
"Democratic Yemen (former)","Female","1987","Number","1151000","2"
"Democratic Yemen (former)","Female","1986","Number","1121000","2"
"Democratic Yemen (former)","Female","1985","Number","1093000","2"
"Democratic Yemen (former)","Male","1995","Number","1572403","2"
"Democratic Yemen (former)","Male","1994","Number","1525124","2"
"Democratic Yemen (former)","Male","1993","Number","1479267","2"
"Democratic Yemen (former)","Male","1992","Number","1434788","2"
"Democratic Yemen (former)","Male","1991","Number","1391647","2"
"Democratic Yemen (former)","Male","1990","Number","1217000","2"
"Democratic Yemen (former)","Male","1989","Number","1187000","2"
"Democratic Yemen (former)","Male","1988","Number","1184359","2"
"Democratic Yemen (former)","Male","1988","Number","1157000","2"
"Democratic Yemen (former)","Male","1987","Number","1127000","2"
"Democratic Yemen (former)","Male","1986","Number","1099000","2"
"Democratic Yemen (former)","Male","1985","Number","1071000","2"
"Denmark","Female","2005","Number","2737223",""
"Denmark","Female","2004","Number","2729270","35"
"Denmark","Female","2003","Number","2722648","35"
"Denmark","Female","2002","Number","2716914","35"
"Denmark","Female","2001","Number","2704893","35"
"Denmark","Female","2001","Number","2709551","35"
"Denmark","Female","2000","Number","2699466","35"
"Denmark","Female","2000","Number","2698440",""
"Denmark","Female","1999","Number","2694717","35"
"Denmark","Female","1998","Number","2682450","35"
"Denmark","Female","1997","Number","2674150","35"
"Denmark","Female","1996","Number","2663514","35"
"Denmark","Female","1995","Number","2648033","35"
"Denmark","Female","1995","Number","2648033",""
"Denmark","Female","1994","Number","2637286","35"
"Denmark","Female","1993","Number","2630045","35"
"Denmark","Female","1992","Number","2621126","35"
"Denmark","Female","1991","Number","2610078","35"
"Denmark","Female","1991","Number","2614065","35"
"Denmark","Female","1990","Number","2607253","35"
"Denmark","Female","1990","Number","2607246",""
"Denmark","Female","1989","Number","2603213","35"
"Denmark","Female","1988","Number","2601435","35"
"Denmark","Female","1987","Number","2600016","35"
"Denmark","Female","1986","Number","2597242","35"
"Denmark","Female","1985","Number","2594873","35"
"Denmark","Female","1985","Number","2594868",""
"Denmark","Male","2005","Number","2679722",""
"Denmark","Male","2004","Number","2671907","35"
"Denmark","Male","2003","Number","2664526","35"
"Denmark","Male","2002","Number","2657341","35"
"Denmark","Male","2001","Number","2644319","35"
"Denmark","Male","2001","Number","2649233","35"
"Denmark","Male","2000","Number","2637878","35"
"Denmark","Male","2000","Number","2636945",""
"Denmark","Male","1999","Number","2632641","35"
"Denmark","Male","1998","Number","2618854","35"
"Denmark","Male","1997","Number","2610070","35"
"Denmark","Male","1996","Number","2597989","35"
"Denmark","Male","1995","Number","2579829","35"
"Denmark","Male","1995","Number","2579828",""
"Denmark","Male","1994","Number","2567708","35"
"Denmark","Male","1993","Number","2559333","35"
"Denmark","Male","1992","Number","2549144","35"
"Denmark","Male","1991","Number","2536391","35"
"Denmark","Male","1991","Number","2539981","35"
"Denmark","Male","1990","Number","2532690","35"
"Denmark","Male","1990","Number","2532701",""
"Denmark","Male","1989","Number","2529381","35"
"Denmark","Male","1988","Number","2528081","35"
"Denmark","Male","1987","Number","2527008","35"
"Denmark","Male","1986","Number","2523292","35"
"Denmark","Male","1985","Number","2518818","35"
"Denmark","Male","1985","Number","2518810",""
"Djibouti","Female","2005","Number","402550",""
"Djibouti","Female","2000","Number","365455",""
"Djibouti","Female","1995","Number","312678",""
"Djibouti","Female","1990","Number","281081",""
"Djibouti","Female","1985","Number","202104",""
"Djibouti","Male","2005","Number","401656",""
"Djibouti","Male","2000","Number","364281",""
"Djibouti","Male","1995","Number","311476",""
"Djibouti","Male","1990","Number","279508",""
"Djibouti","Male","1985","Number","200479",""
"Dominica","Female","2002","Number","34910","2"
"Dominica","Female","2001","Number","34552","2"
"Dominica","Female","2001","Number","35681","2"
"Dominica","Female","2000","Number","35800","2"
"Dominica","Female","1999","Number","35253","2"
"Dominica","Female","1998","Number","35364","2"
"Dominica","Female","1997","Number","35277","2"
"Dominica","Female","1996","Number","35252","2"
"Dominica","Female","1995","Number","35203","2"
"Dominica","Female","1994","Number","35398","2"
"Dominica","Female","1993","Number","35617","2"
"Dominica","Female","1992","Number","35662","2"
"Dominica","Female","1991","Number","35867","2"
"Dominica","Female","1991","Number","35878","2"
"Dominica","Female","1990","Number","35900","2"
"Dominica","Male","2002","Number","35472","2"
"Dominica","Male","2001","Number","35073","2"
"Dominica","Male","2001","Number","35241","2"
"Dominica","Male","2000","Number","35744","2"
"Dominica","Male","1999","Number","36561","2"
"Dominica","Male","1998","Number","36678","2"
"Dominica","Male","1997","Number","36906","2"
"Dominica","Male","1996","Number","37238","2"
"Dominica","Male","1995","Number","37400","2"
"Dominica","Male","1994","Number","37015","2"
"Dominica","Male","1993","Number","36517","2"
"Dominica","Male","1992","Number","35992","2"
"Dominica","Male","1991","Number","35927","2"
"Dominica","Male","1991","Number","35593","2"
"Dominica","Male","1990","Number","35613","2"
"Dominican Republic","Female","2005","Number","4717763",""
"Dominican Republic","Female","2002","Number","4297326","4"
"Dominican Republic","Female","2000","Number","4346527",""
"Dominican Republic","Female","1995","Number","3973481",""
"Dominican Republic","Female","1993","Number","3742593","4"
"Dominican Republic","Female","1990","Number","3609907",""
"Dominican Republic","Female","1985","Number","3265023",""
"Dominican Republic","Male","2005","Number","4751838",""
"Dominican Republic","Male","2002","Number","4265215","4"
"Dominican Republic","Male","2000","Number","4397456",""
"Dominican Republic","Male","1995","Number","4039902",""
"Dominican Republic","Male","1993","Number","3550797","4"
"Dominican Republic","Male","1990","Number","3684905",""
"Dominican Republic","Male","1985","Number","3342887",""
"Ecuador","Female","2005","Number","6511480",""
"Ecuador","Female","2004","Number","6491327","36"
"Ecuador","Female","2003","Number","6397920","36"
"Ecuador","Female","2002","Number","6305821","36"
"Ecuador","Female","2001","Number","6138255","37"
"Ecuador","Female","2001","Number","6214366","36"
"Ecuador","Female","2000","Number","6122886","36"
"Ecuador","Female","2000","Number","6127186",""
"Ecuador","Female","1999","Number","6033294","36"
"Ecuador","Female","1998","Number","5946036","36"
"Ecuador","Female","1997","Number","5858242","36"
"Ecuador","Female","1996","Number","5821222","36"
"Ecuador","Female","1995","Number","5701976","36"
"Ecuador","Female","1995","Number","5669459",""
"Ecuador","Female","1994","Number","5582423","36"
"Ecuador","Female","1992","Number","5342337","36"
"Ecuador","Female","1990","Number","4851777","37"
"Ecuador","Female","1990","Number","5104237","36"
"Ecuador","Female","1990","Number","5107245",""
"Ecuador","Female","1985","Number","4523004",""
"Ecuador","Male","2005","Number","6549513",""
"Ecuador","Male","2004","Number","6535564","36"
"Ecuador","Male","2003","Number","6444656","36"
"Ecuador","Male","2002","Number","6354906","36"
"Ecuador","Male","2001","Number","6018353","37"
"Ecuador","Male","2001","Number","6265558","36"
"Ecuador","Male","2000","Number","6175859","36"
"Ecuador","Male","2000","Number","6178358",""
"Ecuador","Male","1999","Number","6087690","36"
"Ecuador","Male","1998","Number","6001552","36"
"Ecuador","Male","1997","Number","5914625","36"
"Ecuador","Male","1996","Number","5877274","36"
"Ecuador","Male","1995","Number","5758141","36"
"Ecuador","Male","1995","Number","5726935",""
"Ecuador","Male","1994","Number","5638647","36"
"Ecuador","Male","1992","Number","5398462","36"
"Ecuador","Male","1990","Number","4796412","37"
"Ecuador","Male","1990","Number","5159900","36"
"Ecuador","Male","1990","Number","5164639",""
"Ecuador","Male","1985","Number","4575793",""
"Egypt","Female","2005","Number","36361522",""
"Egypt","Female","2001","Number","846358","8"
"Egypt","Female","2000","Number","33150844",""
"Egypt","Female","1999","Number","30593000","8"
"Egypt","Female","1998","Number","29961859","8"
"Egypt","Female","1997","Number","29343809","8"
"Egypt","Female","1996","Number","28961524","2"
"Egypt","Female","1996","Number","28691351","8"
"Egypt","Female","1995","Number","28081042","8"
"Egypt","Female","1995","Number","30177670",""
"Egypt","Female","1994","Number","27468869","8"
"Egypt","Female","1993","Number","26915556","8"
"Egypt","Female","1992","Number","26388000","8"
"Egypt","Female","1991","Number","25889000","8"
"Egypt","Female","1990","Number","27374129",""
"Egypt","Female","1986","Number","23544964","2"
"Egypt","Female","1985","Number","24432388",""
"Egypt","Male","2005","Number","36488271",""
"Egypt","Male","2001","Number","894950","8"
"Egypt","Male","2000","Number","33377734",""
"Egypt","Male","1999","Number","32059065","8"
"Egypt","Male","1998","Number","31379023","8"
"Egypt","Male","1997","Number","30736254","8"
"Egypt","Male","1996","Number","30351390","2"
"Egypt","Male","1996","Number","30063860","8"
"Egypt","Male","1995","Number","29428956","8"
"Egypt","Male","1995","Number","30470628",""
"Egypt","Male","1994","Number","28874917","8"
"Egypt","Male","1993","Number","28285012","8"
"Egypt","Male","1992","Number","27694000","8"
"Egypt","Male","1991","Number","27096000","8"
"Egypt","Male","1990","Number","27762824",""
"Egypt","Male","1986","Number","24709274","2"
"Egypt","Male","1985","Number","24753777",""
"El Salvador","Female","2005","Number","3397379",""
"El Salvador","Female","2004","Number","3435844","2"
"El Salvador","Female","2003","Number","3376230","2"
"El Salvador","Female","2002","Number","3316078","2"
"El Salvador","Female","2001","Number","3255682","2"
"El Salvador","Female","2000","Number","3195333","2"
"El Salvador","Female","2000","Number","3157566",""
"El Salvador","Female","1999","Number","3134666","2"
"El Salvador","Female","1998","Number","3073491","2"
"El Salvador","Female","1997","Number","3012346","2"
"El Salvador","Female","1996","Number","2951780","2"
"El Salvador","Female","1995","Number","2892336","2"
"El Salvador","Female","1995","Number","2874862",""
"El Salvador","Female","1992","Number","2632986","2"
"El Salvador","Female","1992","Number","2790968","2"
"El Salvador","Female","1991","Number","2726533","2"
"El Salvador","Female","1990","Number","2608336",""
"El Salvador","Female","1989","Number","2645487","2"
"El Salvador","Female","1988","Number","2599730","2"
"El Salvador","Female","1987","Number","2571809","2"
"El Salvador","Female","1986","Number","2526351","2"
"El Salvador","Female","1985","Number","2482940","2"
"El Salvador","Female","1985","Number","2423615",""
"El Salvador","Male","2005","Number","3270977",""
"El Salvador","Male","2004","Number","3321564","2"
"El Salvador","Male","2003","Number","3261938","2"
"El Salvador","Male","2002","Number","3201720","2"
"El Salvador","Male","2001","Number","3141208","2"
"El Salvador","Male","2000","Number","3080704","2"
"El Salvador","Male","2000","Number","3037710",""
"El Salvador","Male","1999","Number","3019645","2"
"El Salvador","Male","1998","Number","2957835","2"
"El Salvador","Male","1997","Number","2896114","2"
"El Salvador","Male","1996","Number","2835313","2"
"El Salvador","Male","1995","Number","2776269","2"
"El Salvador","Male","1995","Number","2756975",""
"El Salvador","Male","1992","Number","2485613","2"
"El Salvador","Male","1992","Number","2685807","2"
"El Salvador","Male","1991","Number","2624080","2"
"El Salvador","Male","1990","Number","2501840",""
"El Salvador","Male","1989","Number","2547862","2"
"El Salvador","Male","1988","Number","2490269","2"
"El Salvador","Male","1987","Number","2482153","2"
"El Salvador","Male","1986","Number","2422143","2"
"El Salvador","Male","1985","Number","2372636","2"
"El Salvador","Male","1985","Number","2345457",""
"Equatorial Guinea","Female","2005","Number","244747",""
"Equatorial Guinea","Female","2002","Number","513612","2"
"Equatorial Guinea","Female","2000","Number","218138",""
"Equatorial Guinea","Female","1995","Number","193811",""
"Equatorial Guinea","Female","1991","Number","183240","8"
"Equatorial Guinea","Female","1990","Number","172595",""
"Equatorial Guinea","Female","1985","Number","154632",""
"Equatorial Guinea","Male","2005","Number","239351",""
"Equatorial Guinea","Male","2002","Number","501387","2"
"Equatorial Guinea","Male","2000","Number","212451",""
"Equatorial Guinea","Male","1995","Number","188246",""
"Equatorial Guinea","Male","1991","Number","172860","8"
"Equatorial Guinea","Male","1990","Number","167107",""
"Equatorial Guinea","Male","1985","Number","149272",""
"Eritrea","Female","2005","Number","2308364",""
"Eritrea","Female","2000","Number","1882369",""
"Eritrea","Female","1995","Number","1646083",""
"Eritrea","Female","1990","Number","1609263",""
"Eritrea","Female","1985","Number","1429230",""
"Eritrea","Male","2005","Number","2218358",""
"Eritrea","Male","2000","Number","1801927",""
"Eritrea","Male","1995","Number","1567225",""
"Eritrea","Male","1990","Number","1549215",""
"Eritrea","Male","1985","Number","1377520",""
"Estonia","Female","2005","Number","725239",""
"Estonia","Female","2004","Number","727765","2"
"Estonia","Female","2003","Number","729852","2"
"Estonia","Female","2002","Number","732368","2"
"Estonia","Female","2001","Number","735081","2"
"Estonia","Female","2000","Number","738201","4"
"Estonia","Female","2000","Number","737936","2"
"Estonia","Female","2000","Number","737982",""
"Estonia","Female","1999","Number","741170","38"
"Estonia","Female","1998","Number","746527","38"
"Estonia","Female","1997","Number","753290","38"
"Estonia","Female","1996","Number","761171","38"
"Estonia","Female","1995","Number","771324","38"
"Estonia","Female","1995","Number","771834",""
"Estonia","Female","1994","Number","783882","38"
"Estonia","Female","1993","Number","799475","38"
"Estonia","Female","1992","Number","818061","38"
"Estonia","Female","1991","Number","831162","38"
"Estonia","Female","1990","Number","835130","38"
"Estonia","Female","1990","Number","833181",""
"Estonia","Female","1989","Number","834270","38"
"Estonia","Female","1989","Number","835166","38"
"Estonia","Female","1988","Number","832612","2"
"Estonia","Female","1987","Number","828340","2"
"Estonia","Female","1986","Number","822911","2"
"Estonia","Female","1985","Number","817748","2"
"Estonia","Female","1985","Number","815050",""
"Estonia","Male","2005","Number","619073",""
"Estonia","Male","2004","Number","621525","2"
"Estonia","Male","2003","Number","623705","2"
"Estonia","Male","2002","Number","626276","2"
"Estonia","Male","2001","Number","629020","2"
"Estonia","Male","2000","Number","631851","4"
"Estonia","Male","2000","Number","631579","2"
"Estonia","Male","2000","Number","631952",""
"Estonia","Male","1999","Number","634484","38"
"Estonia","Male","1998","Number","639629","38"
"Estonia","Male","1997","Number","646245","38"
"Estonia","Male","1996","Number","654423","38"
"Estonia","Male","1995","Number","665310","38"
"Estonia","Male","1995","Number","666586",""
"Estonia","Male","1994","Number","678632","38"
"Estonia","Male","1993","Number","694653","38"
"Estonia","Male","1992","Number","715030","38"
"Estonia","Male","1991","Number","730152","38"
"Estonia","Male","1990","Number","734044","38"
"Estonia","Male","1990","Number","733108",""
"Estonia","Male","1989","Number","731392","38"
"Estonia","Male","1989","Number","732965","38"
"Estonia","Male","1988","Number","729288","2"
"Estonia","Male","1987","Number","723881","2"
"Estonia","Male","1986","Number","717279","2"
"Estonia","Male","1985","Number","711033","2"
"Estonia","Male","1985","Number","709285",""
"Ethiopia","Female","2005","Number","39707642",""
"Ethiopia","Female","2004","Number","35448000","8"
"Ethiopia","Female","2003","Number","34474000","8"
"Ethiopia","Female","2002","Number","33513000","8"
"Ethiopia","Female","2001","Number","32559238","8"
"Ethiopia","Female","2000","Number","34910293",""
"Ethiopia","Female","1999","Number","30716000","8"
"Ethiopia","Female","1998","Number","29811000","8"
"Ethiopia","Female","1997","Number","28915000","8"
"Ethiopia","Female","1996","Number","28028000","8"
"Ethiopia","Female","1995","Number","27150534","8"
"Ethiopia","Female","1995","Number","30345329",""
"Ethiopia","Female","1994","Number","26566567","2"
"Ethiopia","Female","1990","Number","25753600",""
"Ethiopia","Female","1985","Number","21879582",""
"Ethiopia","Male","2005","Number","39278215",""
"Ethiopia","Male","2004","Number","35618000","8"
"Ethiopia","Male","2003","Number","34653000","8"
"Ethiopia","Male","2002","Number","33707000","8"
"Ethiopia","Male","2001","Number","32815082","8"
"Ethiopia","Male","2000","Number","34478144",""
"Ethiopia","Male","1999","Number","30956000","8"
"Ethiopia","Male","1998","Number","30071000","8"
"Ethiopia","Male","1997","Number","29202000","8"
"Ethiopia","Male","1996","Number","28344000","8"
"Ethiopia","Male","1995","Number","27498620","8"
"Ethiopia","Male","1995","Number","29948139",""
"Ethiopia","Male","1994","Number","26910698","2"
"Ethiopia","Male","1990","Number","25394138",""
"Ethiopia","Male","1985","Number","21557505",""
"Falkland Islands","Female","2001","Number","1315","39"
"Falkland Islands","Female","1996","Number","1117","2"
"Falkland Islands","Female","1991","Number","955","2"
"Falkland Islands","Female","1986","Number","884","40"
"Falkland Islands","Male","2001","Number","1598","39"
"Falkland Islands","Male","1996","Number","1447","2"
"Falkland Islands","Male","1991","Number","1095","2"
"Falkland Islands","Male","1986","Number","994","40"
"Faroe Islands","Female","1991","Number","22713","6"
"Faroe Islands","Female","1990","Number","22709","6"
"Faroe Islands","Female","1989","Number","22608","4"
"Faroe Islands","Female","1987","Number","22228","4"
"Faroe Islands","Female","1986","Number","21940","4"
"Faroe Islands","Female","1985","Number","21730","4"
"Faroe Islands","Male","1991","Number","24659","6"
"Faroe Islands","Male","1990","Number","24711","6"
"Faroe Islands","Male","1989","Number","24670","4"
"Faroe Islands","Male","1987","Number","24454","4"
"Faroe Islands","Male","1986","Number","24114","4"
"Faroe Islands","Male","1985","Number","23843","4"
"Federated States of Micronesia","Female","2005","Number","54154",""
"Federated States of Micronesia","Female","2000","Number","52817","4"
"Federated States of Micronesia","Female","2000","Number","52885",""
"Federated States of Micronesia","Female","1995","Number","52415",""
"Federated States of Micronesia","Female","1994","Number","51583","4"
"Federated States of Micronesia","Female","1990","Number","47045",""
"Federated States of Micronesia","Female","1985","Number","41816",""
"Federated States of Micronesia","Male","2005","Number","55904",""
"Federated States of Micronesia","Male","2000","Number","54191","4"
"Federated States of Micronesia","Male","2000","Number","54210",""
"Federated States of Micronesia","Male","1995","Number","54800",""
"Federated States of Micronesia","Male","1994","Number","53923","4"
"Federated States of Micronesia","Male","1990","Number","49259",""
"Federated States of Micronesia","Male","1985","Number","43853",""
"Fiji","Female","2005","Number","407850",""
"Fiji","Female","2000","Number","394617",""
"Fiji","Female","1996","Number","381146","2"
"Fiji","Female","1995","Number","377722",""
"Fiji","Female","1990","Number","356124",""
"Fiji","Female","1986","Number","352807","2"
"Fiji","Female","1985","Number","345417","2"
"Fiji","Female","1985","Number","349686",""
"Fiji","Male","2005","Number","420196",""
"Fiji","Male","2000","Number","407064",""
"Fiji","Male","1996","Number","393931","2"
"Fiji","Male","1995","Number","390214",""
"Fiji","Male","1990","Number","367436",""
"Fiji","Male","1986","Number","362568","2"
"Fiji","Male","1985","Number","351509","2"
"Fiji","Male","1985","Number","359026",""
"Finland","Female","2005","Number","2678825","41"
"Finland","Female","2004","Number","2670687","4"
"Finland","Female","2003","Number","2664109","6"
"Finland","Female","2002","Number","2659342","6"
"Finland","Female","2001","Number","2654539","6"
"Finland","Female","2000","Number","2651774","6"
"Finland","Female","2000","Number","2650025","4"
"Finland","Female","2000","Number","2649659","41"
"Finland","Female","1999","Number","2645924","6"
"Finland","Female","1998","Number","2640911","6"
"Finland","Female","1997","Number","2634988","6"
"Finland","Female","1996","Number","2628425","6"
"Finland","Female","1995","Number","2621115","6"
"Finland","Female","1995","Number","2621120","41"
"Finland","Female","1994","Number","2612411","6"
"Finland","Female","1993","Number","2602708","4"
"Finland","Female","1992","Number","2591830","4"
"Finland","Female","1991","Number","2579117","4"
"Finland","Female","1990","Number","2572274","4"
"Finland","Female","1990","Number","2566949","6"
"Finland","Female","1990","Number","2566989","41"
"Finland","Female","1989","Number","2557307","4"
"Finland","Female","1988","Number","2549363","4"
"Finland","Female","1987","Number","2542756","4"
"Finland","Female","1986","Number","2536331","4"
"Finland","Female","1985","Number","2532641","4"
"Finland","Female","1985","Number","2528702","4"
"Finland","Female","1985","Number","2528708","41"
"Finland","Male","2005","Number","2567179","41"
"Finland","Male","2004","Number","2557485","4"
"Finland","Male","2003","Number","2548905","6"
"Finland","Male","2002","Number","2541257","6"
"Finland","Male","2001","Number","2533469","6"
"Finland","Male","2000","Number","2529341","6"
"Finland","Male","2000","Number","2526184","4"
"Finland","Male","2000","Number","2526212","41"
"Finland","Male","1999","Number","2519551","6"
"Finland","Male","1998","Number","2512587","6"
"Finland","Male","1997","Number","2504847","6"
"Finland","Male","1996","Number","2496149","6"
"Finland","Male","1995","Number","2486675","6"
"Finland","Male","1995","Number","2486682","41"
"Finland","Male","1994","Number","2475923","6"
"Finland","Male","1993","Number","2463739","4"
"Finland","Male","1992","Number","2450162","4"
"Finland","Male","1991","Number","2434623","4"
"Finland","Male","1990","Number","2426204","4"
"Finland","Male","1990","Number","2419482","6"
"Finland","Male","1990","Number","2419454","41"
"Finland","Male","1989","Number","2407064","4"
"Finland","Male","1988","Number","2397118","4"
"Finland","Male","1987","Number","2389367","4"
"Finland","Male","1986","Number","2381823","4"
"Finland","Male","1985","Number","2377978","4"
"Finland","Male","1985","Number","2373504","4"
"Finland","Male","1985","Number","2373497","41"
"Former Ethiopia","Female","1990","Number","25728100","8"
"Former Ethiopia","Male","1990","Number","25961000","8"
"France","Female","2005","Number","31272664",""
"France","Female","2004","Number","31115588","4"
"France","Female","2003","Number","30929006","4"
"France","Female","2002","Number","30688679","4"
"France","Female","2001","Number","30437385","42"
"France","Female","2000","Number","30352534","43"
"France","Female","2000","Number","30382737",""
"France","Female","1999","Number","30101269","42"
"France","Female","1999","Number","30152897","42"
"France","Female","1998","Number","30036625","42"
"France","Female","1997","Number","30071665","42"
"France","Female","1996","Number","29830390","43"
"France","Female","1995","Number","29727493","43"
"France","Female","1995","Number","29902648",""
"France","Female","1994","Number","29620022","43"
"France","Female","1993","Number","29509641","43"
"France","Female","1992","Number","29384564","43"
"France","Female","1991","Number","29271904","42"
"France","Female","1990","Number","29080511","42"
"France","Female","1990","Number","29111779","42"
"France","Female","1990","Number","29113242",""
"France","Female","1989","Number","28952098","43"
"France","Female","1988","Number","28790853","43"
"France","Female","1987","Number","28633265","43"
"France","Female","1986","Number","28482459","43"
"France","Female","1985","Number","28338041","43"
"France","Female","1985","Number","28328535",""
"France","Male","2005","Number","29717880",""
"France","Male","2004","Number","29405554","4"
"France","Male","2003","Number","29225845","4"
"France","Male","2002","Number","28989573","4"
"France","Male","2001","Number","28755212","42"
"France","Male","2000","Number","28659968","43"
"France","Male","2000","Number","28804061",""
"France","Male","1999","Number","28419419","42"
"France","Male","1999","Number","28469781","42"
"France","Male","1998","Number","28361163","42"
"France","Male","1997","Number","28538194","42"
"France","Male","1996","Number","28195599","43"
"France","Male","1995","Number","28116754","43"
"France","Male","1995","Number","28300008",""
"France","Male","1994","Number","28038750","43"
"France","Male","1993","Number","27957444","43"
"France","Male","1992","Number","27855283","43"
"France","Male","1991","Number","27783488","42"
"France","Male","1990","Number","27553788","42"
"France","Male","1990","Number","27623324","42"
"France","Male","1990","Number","27621864",""
"France","Male","1989","Number","27471307","43"
"France","Male","1988","Number","27327123","43"
"France","Male","1987","Number","27190696","43"
"France","Male","1986","Number","27064050","43"
"France","Male","1985","Number","26946230","43"
"France","Male","1985","Number","26955723",""
"French Guiana","Female","2005","Number","94558",""
"French Guiana","Female","2004","Number","92929","44"
"French Guiana","Female","2002","Number","88039","4"
"French Guiana","Female","2001","Number","84885","4"
"French Guiana","Female","2000","Number","81779","4"
"French Guiana","Female","2000","Number","79939",""
"French Guiana","Female","1999","Number","77827","4"
"French Guiana","Female","1999","Number","78774","4"
"French Guiana","Female","1998","Number","75825","4"
"French Guiana","Female","1997","Number","72892","4"
"French Guiana","Female","1995","Number","66846",""
"French Guiana","Female","1990","Number","55010","4"
"French Guiana","Female","1990","Number","55760",""
"French Guiana","Female","1985","Number","41891",""
"French Guiana","Male","2005","Number","97541",""
"French Guiana","Male","2004","Number","91522","44"
"French Guiana","Male","2002","Number","87387","4"
"French Guiana","Male","2001","Number","84782","4"
"French Guiana","Male","2000","Number","82200","4"
"French Guiana","Male","2000","Number","85225",""
"French Guiana","Male","1999","Number","78963","4"
"French Guiana","Male","1999","Number","79670","4"
"French Guiana","Male","1998","Number","77177","4"
"French Guiana","Male","1997","Number","74698","4"
"French Guiana","Male","1995","Number","71871",""
"French Guiana","Male","1990","Number","59798","4"
"French Guiana","Male","1990","Number","60611",""
"French Guiana","Male","1985","Number","46142",""
"French Polynesia","Female","2005","Number","124595",""
"French Polynesia","Female","2000","Number","114287",""
"French Polynesia","Female","1999","Number","109787","8"
"French Polynesia","Female","1996","Number","105691","2"
"French Polynesia","Female","1995","Number","103688",""
"French Polynesia","Female","1990","Number","93689",""
"French Polynesia","Female","1988","Number","90469","2"
"French Polynesia","Female","1985","Number","83333",""
"French Polynesia","Male","2005","Number","131037",""
"French Polynesia","Male","2000","Number","121837",""
"French Polynesia","Male","1999","Number","117738","8"
"French Polynesia","Male","1996","Number","113830","2"
"French Polynesia","Male","1995","Number","112108",""
